Sale Date,Product Category,Region,Sales Amount,Cost of Goods,Profit
2023-10-26,Food & Beverage,North,612.75,414.22,198.53
2023-12-04,Books,North,566.53,307.9,258.63
2023-06-23,Electronics,South,287.36,159.96,127.4
2023-12-15,Home Goods,South,727.07,553.07,174.0
2023-02-27,Clothing,East,353.1,143.43,209.67
2023-11-20,Food & Beverage,North,652.9,322.76,330.14
2023-06-16,Electronics,South,567.19,430.85,136.34
2023-01-08,Electronics,West,649.35,465.89,183.46
2023-10-03,Clothing,South,732.04,559.82,172.22
2023-06-17,Food & Beverage,South,795.01,523.62,271.39
2023-12-28,Electronics,North,995.35,788.58,206.77
2023-09-07,Food & Beverage,North,453.81,264.79,189.02
2023-03-08,Home Goods,West,213.94,121.19,92.75
2023-02-17,Electronics,East,15.43,8.27,7.16
2023-12-16,Books,East,553.2,296.7,256.5
2023-08-25,Electronics,South,828.27,381.04,447.23
2023-12-13,Food & Beverage,North,770.42,316.94,453.48
2023-08-16,Books,West,164.35,103.06,61.29
2023-11-30,Home Goods,North,720.11,559.71,160.4
2023-02-20,Clothing,West,587.76,342.81,244.95
2023-08-22,Electronics,West,213.96,107.68,106.28
2023-09-13,Clothing,North,686.42,429.52,256.9
2023-05-15,Electronics,South,952.88,491.53,461.35
2023-11-06,Food & Beverage,West,66.96,33.77,33.19
2023-09-06,Books,South,123.0,96.45,26.55
2023-04-15,Clothing,West,219.71,108.65,111.06
2023-12-15,Clothing,South,627.29,323.47,303.82
2023-07-02,Home Goods,South,573.69,409.86,163.83
2023-01-24,Home Goods,North,447.7,234.11,213.59
2023-06-16,Clothing,East,20.71,11.63,9.08
2023-03-31,Home Goods,North,178.98,111.8,67.18
2023-01-05,Electronics,North,13.29,5.81,7.48
2023-08-03,Books,South,791.96,441.53,350.43
2023-01-20,Home Goods,East,860.61,667.73,192.88
2023-07-29,Electronics,North,497.28,368.52,128.76
2023-12-17,Home Goods,South,232.46,121.86,110.6
2023-06-28,Electronics,North,390.86,281.54,109.32
2023-10-21,Home Goods,West,273.37,110.8,162.57
2023-04-04,Books,South,181.7,120.48,61.22
2023-04-08,Clothing,North,707.08,409.14,297.94
2023-03-12,Home Goods,West,101.81,72.57,29.24
2023-10-01,Home Goods,West,817.41,568.12,249.29
2023-12-08,Books,West,151.05,111.7,39.35
2023-07-09,Electronics,South,669.95,532.74,137.21
2023-10-08,Home Goods,West,346.67,270.22,76.45
2023-10-10,Clothing,South,193.06,136.8,56.26
2023-03-03,Clothing,South,479.28,366.87,112.41
2023-11-22,Home Goods,North,267.74,173.98,93.76
2023-04-01,Books,North,551.97,324.4,227.57
2023-06-26,Home Goods,West,757.7,601.38,156.32
2023-01-16,Clothing,East,518.92,412.59,106.33
2023-11-09,Electronics,West,633.39,382.32,251.07
2023-11-19,Books,North,124.55,67.91,56.64
2023-05-10,Home Goods,South,800.14,451.91,348.23
2023-09-26,Food & Beverage,South,289.36,222.33,67.03
2023-08-10,Food & Beverage,North,506.86,397.86,109.0
2023-02-13,Books,South,836.76,496.07,340.69
2023-06-06,Clothing,East,589.97,405.13,184.84
2023-12-02,Books,South,650.84,382.06,268.78
2023-09-15,Electronics,North,143.54,97.29,46.25
2023-10-31,Clothing,East,35.5,25.86,9.64
2023-12-20,Food & Beverage,East,821.16,347.25,473.91
2023-08-20,Home Goods,East,465.16,345.35,119.81
2023-08-01,Books,West,790.13,492.06,298.07
2023-02-10,Food & Beverage,East,325.04,244.12,80.92
2023-01-04,Clothing,East,287.59,120.71,166.88
2023-05-16,Clothing,East,681.26,527.3,153.96
2023-08-19,Food & Beverage,North,370.26,192.34,177.92
2023-06-25,Food & Beverage,East,216.38,169.98,46.4
2023-10-30,Electronics,East,797.55,603.49,194.06
2023-01-17,Clothing,North,249.58,134.37,115.21
2023-05-17,Books,South,430.24,180.75,249.49
2023-02-09,Food & Beverage,East,70.92,35.01,35.91
2023-10-21,Clothing,North,677.23,479.65,197.58
2023-06-08,Food & Beverage,East,120.99,88.48,32.51
2023-05-05,Electronics,North,487.53,269.43,218.1
2023-09-11,Electronics,South,499.17,259.14,240.03
2023-01-15,Home Goods,West,601.02,469.61,131.41
2023-09-12,Food & Beverage,South,405.52,280.38,125.14
2023-07-25,Food & Beverage,West,534.14,246.84,287.3
2023-03-08,Home Goods,North,314.95,229.89,85.06
2023-03-30,Clothing,East,816.21,401.23,414.98
2023-03-22,Clothing,West,328.5,187.25,141.25
2023-03-22,Electronics,South,449.43,229.0,220.43
2023-11-20,Electronics,East,45.23,32.52,12.71
2023-06-26,Electronics,North,949.41,596.24,353.17
2023-01-17,Home Goods,West,652.79,336.19,316.6
2023-09-16,Electronics,South,474.2,244.42,229.78
2023-08-03,Home Goods,South,981.25,591.83,389.42
2023-01-31,Books,West,197.22,120.51,76.71
2023-03-16,Electronics,North,127.1,55.14,71.96
2023-05-27,Books,West,816.86,627.7,189.16
2023-01-26,Food & Beverage,East,599.54,415.52,184.02
2023-09-17,Books,North,144.5,86.94,57.56
2023-06-04,Food & Beverage,North,183.67,76.87,106.8
2023-04-18,Books,North,392.21,171.06,221.15
2023-06-02,Electronics,West,812.89,486.26,326.63
2023-03-24,Electronics,East,182.78,73.26,109.52
2023-04-20,Food & Beverage,East,420.22,274.49,145.73
2023-02-27,Home Goods,South,114.29,53.02,61.27
2023-11-01,Books,South,109.01,64.23,44.78
2023-05-03,Food & Beverage,North,439.53,246.93,192.6
2023-05-27,Electronics,South,609.68,395.21,214.47
2023-02-26,Clothing,East,924.1,726.14,197.96
2023-06-07,Clothing,East,267.2,117.78,149.42
2023-06-10,Electronics,East,483.27,216.45,266.82
2023-07-14,Clothing,South,67.71,40.82,26.89
2023-03-12,Home Goods,North,67.53,42.26,25.27
2023-12-23,Food & Beverage,North,535.54,384.57,150.97
2023-05-28,Clothing,South,974.96,463.13,511.83
2023-08-12,Clothing,South,888.95,580.21,308.74
2023-02-01,Clothing,West,486.75,216.97,269.78
2023-02-12,Books,South,605.57,338.14,267.43
2023-08-01,Clothing,East,983.87,769.13,214.74
2023-03-29,Food & Beverage,West,327.68,143.07,184.61
2023-06-26,Food & Beverage,South,32.93,16.5,16.43
2023-06-27,Clothing,South,124.61,53.93,70.68
2023-02-17,Home Goods,South,788.78,385.33,403.45
2023-08-03,Home Goods,North,333.97,154.44,179.53
2023-05-12,Books,West,565.11,285.61,279.5
2023-03-03,Books,West,342.29,237.27,105.02
2023-08-29,Books,North,354.57,273.91,80.66
2023-08-09,Clothing,West,167.18,86.8,80.38
2023-12-20,Home Goods,East,506.99,204.91,302.08
2023-04-28,Books,North,588.45,325.09,263.36
2023-03-31,Food & Beverage,East,821.46,340.88,480.58
2023-02-26,Food & Beverage,West,548.91,397.99,150.92
2023-10-03,Electronics,East,708.26,325.98,382.28
2023-12-08,Clothing,North,624.56,277.73,346.83
2023-07-09,Books,North,823.8,495.56,328.24
2023-07-01,Electronics,North,185.27,85.76,99.51
2023-04-30,Clothing,North,561.38,375.71,185.67
2023-07-10,Home Goods,West,667.82,522.65,145.17
2023-09-29,Home Goods,North,581.11,270.89,310.22
2023-11-24,Home Goods,South,549.07,280.44,268.63
2023-09-22,Books,North,291.52,231.65,59.87
2023-02-01,Books,North,483.94,205.72,278.22
2023-05-28,Books,North,850.96,438.44,412.52
2023-02-17,Electronics,West,763.53,422.27,341.26
2023-03-17,Home Goods,East,783.54,472.53,311.01
2023-04-22,Books,East,766.78,496.47,270.31
2023-09-11,Home Goods,North,346.3,270.14,76.16
2023-09-11,Electronics,North,695.39,510.45,184.94
2023-03-19,Books,East,874.46,623.56,250.9
2023-02-08,Clothing,North,914.31,530.72,383.59
2023-06-11,Home Goods,South,523.36,219.32,304.04
2023-08-28,Food & Beverage,South,448.21,330.98,117.23
2023-12-19,Electronics,West,690.0,332.25,357.75
2023-07-02,Food & Beverage,South,466.82,187.12,279.7
2023-06-14,Home Goods,South,92.0,45.58,46.42
2023-01-25,Electronics,East,118.71,92.81,25.9
2023-04-08,Books,East,872.81,529.03,343.78
2023-04-04,Food & Beverage,East,737.64,337.53,400.11
2023-03-05,Food & Beverage,North,150.73,89.6,61.13
2023-09-27,Food & Beverage,North,177.71,71.78,105.93
2023-08-28,Home Goods,South,540.87,393.79,147.08
2023-09-07,Food & Beverage,West,940.47,468.65,471.82
2023-05-31,Electronics,North,491.98,356.04,135.94
2023-07-10,Electronics,North,54.14,28.11,26.03
2023-04-16,Electronics,North,85.06,53.52,31.54
2023-05-21,Home Goods,West,136.77,64.49,72.28
2023-07-15,Home Goods,East,459.24,345.34,113.9
2023-01-02,Home Goods,South,151.08,105.77,45.31
2023-07-23,Clothing,East,139.33,106.07,33.26
2023-03-06,Books,West,515.68,347.35,168.33
2023-01-05,Clothing,East,122.86,87.73,35.13
2023-04-30,Clothing,North,422.78,230.89,191.89
2023-04-01,Electronics,South,32.86,20.83,12.03
2023-04-18,Clothing,West,747.53,299.35,448.18
2023-10-07,Clothing,West,656.93,494.56,162.37
2023-09-25,Clothing,South,983.68,718.78,264.9
2023-12-20,Books,South,130.6,79.73,50.87
2023-03-03,Home Goods,West,584.15,395.72,188.43
2023-04-07,Electronics,South,100.49,77.63,22.86
2023-02-02,Food & Beverage,South,792.59,489.08,303.51
2023-03-06,Food & Beverage,East,771.27,491.07,280.2
2023-11-09,Clothing,East,469.5,214.0,255.5
2023-11-15,Clothing,West,425.68,199.68,226.0
2023-08-04,Electronics,South,543.75,220.33,323.42
2023-10-14,Books,West,226.42,126.93,99.49
2023-12-01,Home Goods,North,851.25,373.79,477.46
2023-01-25,Books,West,425.21,334.9,90.31
2023-09-20,Electronics,North,747.08,337.31,409.77
2023-03-10,Home Goods,North,37.86,16.13,21.73
2023-05-19,Books,North,881.65,509.47,372.18
2023-07-18,Electronics,South,46.39,20.71,25.68
2023-06-20,Home Goods,North,310.55,241.33,69.22
2023-04-01,Home Goods,North,216.5,127.08,89.42
2023-04-25,Electronics,East,490.22,204.7,285.52
2023-11-20,Home Goods,North,642.26,495.03,147.23
2023-10-14,Electronics,North,143.42,71.89,71.53
2023-05-26,Food & Beverage,South,992.74,544.02,448.72
2023-06-22,Electronics,North,507.94,307.89,200.05
2023-12-30,Clothing,East,444.13,190.68,253.45
2023-11-20,Electronics,North,465.66,364.71,100.95
2023-05-02,Clothing,South,995.32,433.14,562.18
2023-09-23,Food & Beverage,East,475.73,329.54,146.19
2023-03-18,Food & Beverage,North,216.37,98.27,118.1
2023-01-12,Electronics,East,669.22,400.84,268.38
2023-07-19,Electronics,East,99.12,68.89,30.23
2023-12-24,Electronics,South,517.09,251.2,265.89
2023-04-16,Clothing,East,934.83,716.8,218.03
2023-07-27,Electronics,South,827.35,588.53,238.82
2023-09-23,Clothing,South,355.67,147.0,208.67
2023-12-15,Home Goods,West,484.4,381.81,102.59
2023-09-01,Books,East,69.89,39.99,29.9
2023-06-16,Clothing,West,610.03,297.94,312.09
2023-04-22,Clothing,South,593.67,449.31,144.36
2023-12-16,Clothing,West,219.55,136.53,83.02
2023-06-24,Books,East,178.78,115.48,63.3
2023-06-18,Clothing,East,998.34,744.41,253.93
2023-07-25,Electronics,South,480.73,204.97,275.76
2023-10-16,Clothing,East,604.71,479.06,125.65
2023-12-22,Books,North,892.65,390.02,502.63
2023-10-01,Electronics,South,852.87,430.93,421.94
2023-04-28,Food & Beverage,East,310.39,144.22,166.17
2023-08-07,Home Goods,North,199.05,82.74,116.31
2023-07-17,Electronics,West,733.23,506.6,226.63
2023-06-19,Electronics,West,247.88,114.01,133.87
2023-10-21,Books,West,657.42,263.08,394.34
2023-06-29,Books,West,834.78,401.21,433.57
2023-08-13,Home Goods,East,825.09,499.88,325.21
2023-09-13,Electronics,West,281.29,176.29,105.0
2023-04-26,Electronics,West,669.81,445.56,224.25
2023-02-10,Electronics,West,441.61,250.35,191.26
2023-08-20,Food & Beverage,West,244.88,160.09,84.79
2023-09-12,Clothing,East,546.79,397.78,149.01
2023-01-16,Books,South,22.04,16.33,5.71
2023-05-20,Electronics,North,773.9,467.49,306.41
2023-12-17,Clothing,North,348.68,145.08,203.6
2023-12-08,Food & Beverage,East,505.66,329.46,176.2
2023-02-04,Electronics,West,773.08,532.46,240.62
2023-10-12,Food & Beverage,West,842.64,638.19,204.45
2023-10-12,Books,West,684.58,471.21,213.37
2023-09-03,Electronics,North,878.72,386.88,491.84
2023-05-14,Books,West,987.95,769.09,218.86
2023-03-02,Home Goods,North,913.31,483.07,430.24
2023-06-18,Food & Beverage,South,155.52,112.87,42.65
2023-11-23,Food & Beverage,North,537.73,326.68,211.05
2023-03-06,Books,North,131.38,99.16,32.22
2023-03-28,Electronics,East,848.17,485.23,362.94
2023-06-20,Books,East,556.53,428.9,127.63
2023-11-28,Home Goods,South,795.93,366.66,429.27
2023-04-10,Home Goods,South,471.01,224.53,246.48
2023-01-01,Home Goods,West,617.91,352.13,265.78
2023-06-22,Electronics,East,22.38,9.48,12.9
2023-12-28,Food & Beverage,North,134.32,95.06,39.26
2023-03-29,Food & Beverage,West,426.46,202.37,224.09
2023-05-23,Electronics,South,237.62,96.04,141.58
2023-04-22,Clothing,North,406.42,204.32,202.1
2023-09-04,Books,West,244.17,155.23,88.94
2023-08-22,Clothing,South,247.2,160.2,87.0
2023-02-10,Electronics,East,897.14,563.97,333.17
2023-06-02,Electronics,North,124.35,93.58,30.77
2023-07-04,Home Goods,East,901.22,394.61,506.61
2023-06-11,Clothing,South,971.43,642.38,329.05
2023-12-09,Food & Beverage,South,593.88,407.86,186.02
2023-08-24,Home Goods,West,749.74,359.62,390.12
2023-03-08,Clothing,West,50.97,26.26,24.71
2023-05-31,Books,South,303.81,228.54,75.27
2023-12-04,Food & Beverage,South,389.06,242.71,146.35
2023-05-05,Food & Beverage,South,75.6,47.05,28.55
2023-04-14,Clothing,North,27.73,20.88,6.85
2023-01-15,Food & Beverage,West,863.22,640.46,222.76
2023-03-27,Food & Beverage,South,421.51,239.37,182.14
2023-06-08,Books,East,528.32,260.19,268.13
2023-11-06,Electronics,East,932.44,420.88,511.56
2023-10-17,Books,East,822.52,390.14,432.38
2023-01-30,Food & Beverage,North,80.94,37.0,43.94
2023-01-01,Books,East,947.62,705.14,242.48
2023-03-31,Clothing,East,55.54,41.82,13.72
2023-04-10,Home Goods,South,544.86,282.2,262.66
2023-07-30,Home Goods,East,197.37,115.85,81.52
2023-11-02,Home Goods,South,284.1,207.68,76.42
2023-11-03,Food & Beverage,West,562.58,330.59,231.99
2023-09-16,Clothing,West,348.93,180.18,168.75
2023-10-02,Food & Beverage,North,143.66,85.84,57.82
2023-12-25,Books,North,267.32,147.2,120.12
2023-01-04,Books,North,794.25,352.45,441.8
2023-03-07,Books,East,14.66,7.59,7.07
2023-09-22,Clothing,South,761.76,484.3,277.46
2023-11-22,Home Goods,South,784.91,537.42,247.49
2023-06-12,Home Goods,North,910.69,616.31,294.38
2023-01-05,Home Goods,West,906.54,617.75,288.79
2023-04-15,Food & Beverage,South,397.76,203.08,194.68
2023-05-09,Food & Beverage,North,306.11,235.7,70.41
2023-10-17,Books,West,909.79,608.8,300.99
2023-11-12,Electronics,West,102.25,52.62,49.63
2023-08-23,Clothing,South,401.27,310.52,90.75
2023-02-04,Home Goods,North,796.76,378.31,418.45
2023-02-23,Clothing,East,189.71,142.41,47.3
2023-10-07,Books,East,129.55,84.91,44.64
2023-01-13,Clothing,East,837.84,599.35,238.49
2023-08-12,Clothing,East,717.88,512.96,204.92
2023-12-16,Food & Beverage,South,996.28,704.56,291.72
2023-07-04,Home Goods,North,868.7,672.63,196.07
2023-10-16,Books,West,814.09,459.11,354.98
2023-08-09,Books,South,687.48,362.6,324.88
2023-10-26,Clothing,East,471.39,328.75,142.64
2023-04-04,Food & Beverage,West,696.5,511.94,184.56
2023-05-30,Books,East,421.9,295.91,125.99
2023-04-18,Clothing,North,592.35,256.05,336.3
2023-01-02,Books,South,670.1,301.94,368.16
2023-11-26,Electronics,South,118.25,77.77,40.48
2023-02-17,Clothing,South,263.28,209.6,53.68
2023-01-20,Food & Beverage,West,718.52,316.82,401.7
2023-04-30,Food & Beverage,North,850.32,625.05,225.27
2023-12-15,Clothing,North,42.73,21.06,21.67
2023-03-22,Food & Beverage,West,283.77,118.02,165.75
2023-03-19,Home Goods,West,762.28,307.38,454.9
2023-09-06,Home Goods,West,939.92,402.48,537.44
2023-05-05,Electronics,East,868.87,423.82,445.05
2023-07-17,Clothing,West,267.3,188.4,78.9
2023-08-11,Clothing,East,459.84,348.63,111.21
2023-05-06,Books,South,899.89,574.89,325.0
2023-07-28,Electronics,East,423.81,253.39,170.42
2023-02-25,Electronics,West,296.33,172.11,124.22
2023-01-21,Clothing,South,613.54,373.65,239.89
2023-10-07,Electronics,East,502.02,353.1,148.92
2023-10-13,Home Goods,South,210.06,101.72,108.34
2023-01-20,Electronics,South,654.42,313.13,341.29
2023-02-01,Food & Beverage,South,405.85,189.13,216.72
2023-12-09,Home Goods,West,862.14,429.41,432.73
2023-11-26,Home Goods,North,171.43,115.1,56.33
2023-07-10,Food & Beverage,West,908.37,626.39,281.98
2023-07-18,Food & Beverage,West,410.11,225.57,184.54
2023-05-11,Books,North,883.67,431.57,452.1
2023-08-16,Clothing,West,536.18,380.71,155.47
2023-04-30,Books,South,152.08,73.51,78.57
2023-07-27,Books,West,304.93,158.8,146.13
2023-10-14,Clothing,West,916.88,459.81,457.07
2023-03-29,Food & Beverage,East,558.57,345.57,213.0
2023-09-15,Home Goods,West,285.29,174.17,111.12
2023-07-29,Electronics,South,470.16,372.19,97.97
2023-07-04,Food & Beverage,South,846.29,347.35,498.94
2023-04-10,Food & Beverage,South,771.75,550.74,221.01
2023-06-15,Books,North,981.39,581.33,400.06
2023-04-07,Clothing,West,380.05,171.36,208.69
2023-08-24,Electronics,East,507.23,364.86,142.37
2023-02-16,Electronics,West,213.53,133.68,79.85
2023-12-05,Home Goods,North,34.93,25.68,9.25
2023-09-12,Food & Beverage,South,672.83,415.32,257.51
2023-12-21,Books,North,739.67,543.83,195.84
2023-02-27,Clothing,West,959.34,583.97,375.37
2023-10-28,Clothing,West,414.64,183.42,231.22
2023-04-01,Books,South,859.88,356.63,503.25
2023-05-03,Clothing,North,39.68,16.6,23.08
2023-10-09,Electronics,East,822.59,338.73,483.86
2023-05-30,Books,East,724.87,442.21,282.66
2023-11-24,Books,North,244.64,130.14,114.5
2023-04-28,Electronics,North,921.5,386.35,535.15
2023-08-16,Home Goods,South,918.29,424.46,493.83
2023-03-18,Home Goods,East,173.99,95.27,78.72
2023-09-22,Clothing,East,802.81,410.33,392.48
2023-09-14,Books,East,963.46,542.24,421.22
2023-12-15,Electronics,North,965.87,390.99,574.88
2023-05-20,Home Goods,West,209.32,84.7,124.62
2023-03-11,Home Goods,North,333.25,158.44,174.81
2023-07-11,Clothing,South,63.28,35.59,27.69
2023-10-07,Books,East,942.46,583.75,358.71
2023-11-13,Electronics,South,499.3,315.51,183.79
2023-05-08,Clothing,South,364.82,160.04,204.78
2023-08-29,Clothing,West,781.49,507.34,274.15
2023-09-11,Home Goods,North,354.38,146.79,207.59
2023-12-14,Electronics,East,866.68,588.48,278.2
2023-05-23,Home Goods,North,432.67,236.29,196.38
2023-10-14,Home Goods,South,589.43,360.67,228.76
2023-01-01,Books,East,97.56,61.57,35.99
2023-07-11,Home Goods,South,786.33,317.63,468.7
2023-08-27,Home Goods,East,359.05,259.0,100.05
2023-07-29,Clothing,East,79.49,53.74,25.75
2023-09-07,Clothing,East,357.85,252.54,105.31
2023-06-29,Clothing,West,918.37,700.6,217.77
2023-10-16,Electronics,South,491.83,261.15,230.68
2023-05-31,Clothing,South,724.88,333.35,391.53
2023-11-28,Clothing,East,666.74,385.14,281.6
2023-01-27,Home Goods,East,537.0,426.18,110.82
2023-09-04,Books,East,668.32,432.9,235.42
2023-11-26,Electronics,East,190.24,89.81,100.43
2023-01-27,Food & Beverage,North,500.93,312.88,188.05
2023-11-21,Electronics,North,215.42,117.79,97.63
2023-01-11,Books,East,658.17,491.15,167.02
2023-03-25,Clothing,West,868.58,397.6,470.98
2023-06-29,Clothing,South,740.05,339.7,400.35
2023-08-01,Home Goods,South,587.61,269.55,318.06
2023-08-17,Clothing,South,32.2,13.16,19.04
2023-05-31,Electronics,East,61.14,40.81,20.33
2023-12-28,Electronics,West,158.8,97.99,60.81
2023-10-26,Home Goods,East,234.26,144.01,90.25
2023-05-26,Food & Beverage,South,184.47,112.66,71.81
2023-06-03,Food & Beverage,West,51.91,26.61,25.3
2023-02-21,Books,West,684.57,457.55,227.02
2023-12-24,Books,North,141.88,106.93,34.95
2023-07-13,Clothing,North,571.69,270.07,301.62
2023-04-03,Books,West,306.16,177.68,128.48
2023-07-27,Clothing,South,102.55,65.21,37.34
2023-08-04,Food & Beverage,South,569.84,398.62,171.22
2023-09-10,Electronics,South,113.97,68.91,45.06
2023-10-17,Home Goods,North,390.52,258.08,132.44
2023-03-13,Electronics,South,231.55,124.01,107.54
2023-04-21,Books,East,439.0,215.54,223.46
2023-01-08,Books,North,155.7,76.21,79.49
2023-09-22,Books,West,183.57,78.47,105.1
2023-08-02,Books,South,707.06,503.1,203.96
2023-09-27,Clothing,South,477.13,245.65,231.48
2023-06-13,Home Goods,South,353.62,181.65,171.97
2023-04-12,Home Goods,East,204.25,153.87,50.38
2023-03-30,Books,South,88.54,44.49,44.05
2023-09-16,Home Goods,North,421.41,300.34,121.07
2023-10-24,Food & Beverage,North,721.64,502.5,219.14
2023-01-29,Electronics,West,813.78,440.59,373.19
2023-05-12,Home Goods,South,361.87,174.45,187.42
2023-12-13,Home Goods,North,602.55,260.93,341.62
2023-08-29,Electronics,North,608.8,486.03,122.77
2023-11-03,Food & Beverage,South,675.89,473.02,202.87
2023-01-08,Food & Beverage,East,907.98,703.97,204.01
2023-07-02,Home Goods,West,519.39,242.71,276.68
2023-07-03,Home Goods,South,949.71,642.8,306.91
2023-05-31,Books,West,202.55,107.53,95.02
2023-03-23,Food & Beverage,West,98.36,55.72,42.64
2023-02-28,Books,West,394.52,269.92,124.6
2023-04-02,Books,North,246.38,129.97,116.41
2023-08-17,Electronics,West,989.71,768.3,221.41
2023-05-15,Home Goods,North,438.57,345.67,92.9
2023-09-25,Home Goods,East,381.01,206.92,174.09
2023-01-29,Electronics,South,301.58,235.57,66.01
2023-09-30,Electronics,South,961.8,631.4,330.4
2023-11-09,Clothing,West,945.13,606.12,339.01
2023-09-14,Food & Beverage,East,809.9,455.01,354.89
2023-05-21,Books,North,302.45,154.2,148.25
2023-01-28,Food & Beverage,South,184.98,110.53,74.45
2023-03-28,Home Goods,South,449.42,268.81,180.61
2023-08-14,Clothing,South,819.79,588.17,231.62
2023-10-08,Home Goods,West,317.9,226.75,91.15
2023-10-31,Books,East,742.98,378.18,364.8
2023-10-29,Clothing,East,48.25,25.14,23.11
2023-03-05,Home Goods,North,117.82,57.8,60.02
2023-02-12,Home Goods,West,461.1,336.16,124.94
2023-12-20,Home Goods,East,522.69,399.83,122.86
2023-04-04,Food & Beverage,North,629.86,408.0,221.86
2023-12-26,Electronics,East,966.78,764.35,202.43
2023-03-03,Books,East,155.29,80.53,74.76
2023-10-12,Clothing,East,514.52,353.07,161.45
2023-03-20,Food & Beverage,North,648.34,348.94,299.4
2023-09-17,Clothing,East,763.54,390.23,373.31
2023-11-03,Clothing,East,988.94,674.86,314.08
2023-03-29,Books,East,580.77,416.45,164.32
2023-05-23,Clothing,South,442.03,298.55,143.48
2023-10-08,Electronics,East,95.23,54.25,40.98
2023-07-10,Clothing,West,943.76,733.19,210.57
2023-06-29,Food & Beverage,West,188.44,139.86,48.58
2023-09-01,Books,West,491.69,289.36,202.33
2023-11-24,Home Goods,West,428.74,291.3,137.44
2023-01-18,Home Goods,East,976.91,419.63,557.28
2023-06-19,Electronics,North,370.37,169.96,200.41
2023-08-19,Books,North,319.94,252.19,67.75
2023-11-17,Clothing,North,155.48,95.1,60.38
2023-06-14,Books,South,887.0,487.9,399.1
2023-03-12,Electronics,West,344.87,239.14,105.73
2023-10-07,Home Goods,North,647.78,288.58,359.2
2023-02-07,Electronics,South,96.98,74.38,22.6
2023-06-18,Food & Beverage,West,46.02,31.7,14.32
2023-09-01,Clothing,South,202.59,94.85,107.74
2023-11-06,Home Goods,East,202.88,153.0,49.88
2023-03-11,Food & Beverage,West,825.79,375.84,449.95
2023-01-09,Electronics,West,442.08,230.42,211.66
2023-02-07,Books,North,208.32,152.97,55.35
2023-05-03,Home Goods,South,344.53,267.48,77.05
2023-04-28,Electronics,East,781.6,497.67,283.93
2023-03-02,Books,North,381.81,199.86,181.95
2023-08-22,Electronics,North,958.96,746.93,212.03
2023-06-24,Home Goods,West,190.76,148.72,42.04
2023-09-05,Home Goods,West,776.07,439.02,337.05
2023-03-21,Books,West,357.96,159.43,198.53
2023-12-02,Clothing,West,959.17,427.06,532.11
2023-01-01,Clothing,East,477.42,362.09,115.33
2023-12-24,Food & Beverage,East,641.01,322.68,318.33
2023-06-11,Food & Beverage,West,741.7,584.76,156.94
2023-01-25,Food & Beverage,South,259.22,143.53,115.69
2023-08-20,Home Goods,North,258.63,146.13,112.5
2023-07-19,Books,North,445.73,300.51,145.22
2023-12-10,Clothing,West,460.87,201.11,259.76
2023-07-04,Clothing,South,250.61,126.61,124.0
2023-12-05,Food & Beverage,West,930.12,701.45,228.67
2023-02-08,Electronics,East,618.13,278.75,339.38
2023-01-07,Food & Beverage,East,718.11,447.35,270.76
2023-08-23,Home Goods,South,836.76,368.13,468.63
2023-08-10,Home Goods,East,454.06,255.7,198.36
2023-11-27,Electronics,East,828.23,560.99,267.24
2023-01-18,Clothing,North,509.56,249.34,260.22
2023-07-10,Home Goods,West,724.13,406.17,317.96
2023-04-22,Home Goods,East,133.01,53.45,79.56
2023-07-10,Books,South,669.94,420.96,248.98
2023-10-03,Food & Beverage,North,158.78,96.96,61.82
2023-07-23,Clothing,West,121.85,64.1,57.75
2023-02-24,Books,East,174.34,95.86,78.48
2023-03-05,Home Goods,West,808.36,571.51,236.85
2023-01-03,Clothing,North,632.99,480.29,152.7
2023-02-07,Home Goods,South,582.57,385.6,196.97
2023-04-29,Food & Beverage,South,425.8,206.12,219.68
2023-11-15,Clothing,East,579.34,307.88,271.46
2023-07-01,Food & Beverage,North,27.76,16.43,11.33
2023-11-21,Electronics,West,163.02,105.46,57.56
2023-07-28,Electronics,North,475.12,203.92,271.2
2023-10-07,Food & Beverage,East,554.82,320.33,234.49
2023-12-05,Clothing,East,409.57,194.04,215.53
2023-12-27,Books,South,706.48,468.79,237.69
2023-08-24,Electronics,West,121.81,58.48,63.33
2023-09-15,Food & Beverage,North,187.28,136.81,50.47
2023-08-27,Home Goods,South,911.88,374.47,537.41
2023-06-23,Clothing,South,757.75,550.73,207.02
2023-09-08,Home Goods,West,714.97,377.48,337.49
2023-11-13,Clothing,West,942.87,553.69,389.18
2023-08-22,Electronics,East,104.48,58.73,45.75
2023-03-24,Electronics,East,308.55,228.32,80.23
2023-10-20,Books,North,650.11,433.0,217.11
2023-07-18,Home Goods,South,185.38,134.34,51.04
2023-02-26,Food & Beverage,North,354.76,235.57,119.19
2023-02-09,Electronics,North,366.94,150.73,216.21
2023-04-03,Electronics,West,43.64,24.12,19.52
2023-02-25,Books,West,263.6,156.61,106.99
2023-09-26,Clothing,North,143.92,68.46,75.46
2023-09-19,Food & Beverage,West,817.13,566.75,250.38
2023-06-29,Food & Beverage,East,977.57,622.19,355.38
2023-10-09,Food & Beverage,South,661.02,292.49,368.53
2023-10-10,Electronics,West,651.38,297.14,354.24
2023-01-13,Clothing,North,496.92,332.01,164.91
2023-11-18,Home Goods,North,359.54,230.55,128.99
2023-02-12,Food & Beverage,South,876.4,399.11,477.29
